DEMO_age,DEMO_gender,DEMO_identity_newcomers,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
32.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
66.0,Woman,Not Selected,Not Selected,9.0
28.0,Man,Not Selected,Not Selected,5.0
70.0,Woman,Not Selected,Not Selected,5.0
30.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
25.0,Woman,Not Selected,Not Selected,8.0
31.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
28.0,Man,Not Selected,Not Selected,6.0
31.0,Woman,Not Selected,Not Selected,5.0
36.0,Man,Not Selected,Not Selected,5.0
40.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
50.0,Woman,Presented but no response,Not Selected,6.0
61.0,Woman,Not Selected,Not Selected,5.0
21.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,7.0
33.0,Man,Not Selected,Not Selected,8.0
31.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)","Sexual or gender minorities (e.g., LGBTQ2+)",9.0
26.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
70.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
48.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
42.0,Man,Not Selected,Not Selected,9.0
62.0,Woman,Not Selected,Not Selected,7.0
30.0,Woman,Not Selected,Not Selected,5.0
35.0,Woman,Not Selected,Not Selected,7.0
46.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
29.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
42.0,Woman,Not Selected,Not Selected,9.0
50.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
25.0,Man,Not Selected,Not Selected,5.0
29.0,Woman,Not Selected,Not Selected,3.0
27.0,Woman,Not Selected,Not Selected,7.0
26.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
62.0,Woman,Not Selected,Not Selected,3.0
25.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
28.0,Woman,Not Selected,Not Selected,5.0
45.0,Man,Not Selected,Not Selected,6.0
74.0,Woman,Not Selected,Not Selected,4.0
46.0,Woman,Not Selected,Not Selected,6.0
65.0,Woman,Not Selected,Not Selected,3.0
28.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
36.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,7.0
36.0,Man,Not Selected,Not Selected,5.0
48.0,Man,Not Selected,Not Selected,6.0
30.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
30.0,Man,Not Selected,Not Selected,4.0
29.0,Man,Not Selected,Not Selected,7.0
29.0,Man,Not Selected,Not Selected,4.0
22.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
49.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
22.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
64.0,Woman,Not Selected,Not Selected,3.0
41.0,Man,Not Selected,Not Selected,3.0
25.0,Woman,Not Selected,Not Selected,5.0
50.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,7.0
69.0,Woman,Not Selected,Not Selected,3.0
71.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
21.0,Woman,Not Selected,Not Selected,3.0
63.0,Woman,Not Selected,Not Selected,9.0
25.0,Man,Not Selected,Not Selected,6.0
40.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
22.0,Man,Not Selected,Not Selected,3.0
48.0,Woman,Not Selected,Not Selected,9.0
28.0,Man,Not Selected,Not Selected,3.0
18.0,Woman,Not Selected,Not Selected,9.0
31.0,Man,Not Selected,Not Selected,7.0
25.0,Man,Not Selected,Not Selected,4.0
39.0,Woman,Not Selected,Not Selected,7.0
26.0,Woman,Not Selected,Not Selected,6.0
55.0,Woman,Not Selected,Not Selected,3.0
44.0,Man,Not Selected,Not Selected,4.0
36.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
42.0,Woman,Not Selected,Not Selected,3.0
51.0,Man,Not Selected,Not Selected,7.0
28.0,Man,Not Selected,Not Selected,6.0
29.0,Woman,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,6.0
30.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
20.0,Man,Not Selected,Not Selected,5.0
36.0,Man,"Newcomers (e.g., Recent immigrants and refugees, i.e. being in Canada for less than 10 years)",Not Selected,5.0
71.0,Man,Not Selected,Not Selected,5.0
17.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
26.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8.0
44.0,Woman,Not Selected,Not Selected,6.0
27.0,Man,Not Selected,Not Selected,5.0
69.0,Woman,Not Selected,Not Selected,9.0
45.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3.0
39.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
29.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4.0
30.0,Woman,Not Selected,Not Selected,5.0
56.0,Woman,Not Selected,Not Selected,9.0
30.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7.0
16.0,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9.0
21.0,Man,Not Selected,Not Selected,6.0
25.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
62.0,Woman,Not Selected,Not Selected,7.0
24.0,Man,Not Selected,Not Selected,6.0
65.0,Woman,Not Selected,Not Selected,8.0
40.0,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5.0
35.0,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6.0
31.0,Woman,Not Selected,Not Selected,5.0
